Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vietnam,VNM,36.0386136391372,53.9214970086223,79.3908729873232,80.028618800839,83.6261411693676,86.4047593411237,89.779248637327,93.6239390610103,101.593435844166,105.831805095761,106.795549966641,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Virgin Islands (U.S.),VIR,..,..,339.018636470866,80.04884004884,67.1185539606592,77.167310877968,74.5731056563501,72.353093450686,72.503242542153,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,West Bank and Gaza,PSE,..,20.5165059347181,16.0860353474401,15.3263326889683,15.6198438829492,15.8230698299463,16.0623801208096,14.3267945006296,15.7242063492063,15.961564454493,15.5492505290556,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,..,23.9238608307712,40.4712226732921,40.0829109943526,40.4827166938697,38.8222899319378,37.1385258014734,35.3246757489657,34.9928577635918,37.9573531025711,34.6361612120526,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,22.8668455706732,38.1597545550961,34.8008015617561,25.1632536958446,21.987758642545,20.9301459192706,19.1601757893503,19.9435315500903,19.6580228024512,19.0006091957775,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Arab World,ARB,32.3172166488531,42.8125297827311,55.2343027507124,56.3837503945671,54.518525298395,51.030634313297,43.9467174524219,40.8173738694102,44.5329156622839,47.0628294187974,44.3038911200611,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Central Europe and the Baltics,CEB,..,37.9554019668094,56.6323734695886,58.9198651762049,60.2903012050704,61.8476999877409,62.3417082704327,63.2369284078567,64.762911518112,64.7320914100315,63.81733882946,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Early-demographic dividend,EAR,19.6251941999316,25.3279598908171,29.1795444526145,28.7680869834401,28.3010614339427,26.6125098640133,24.4718134469907,24.0185652776415,25.2434381559406,27.6687588341443,26.2947784024029,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,East Asia & Pacific,EAS,20.6405291595368,26.9870060443174,33.1733034622989,32.4278133810888,32.2137939342818,32.0432901615131,30.099613797136,28.2131827671156,29.2476350590947,29.5072348155778,..,..
